% Model,EMSI_model_V1_C_rate_0.5_T_ref_298_Permeability_1.9E-15_r_pos_7.mph
% Version,COMSOL 6.3.0.420
% Date,"Apr 11 2026, 17:02"
% Dimension,0
% Nodes,210
% Expressions,20
% Description,"Cell potential, Porosity anode, Porosity separator, Porosity cathode, Total strain anode, Total strain separator, Total strain cathode, Inelastic strain anode, Inelastic strain separator, Inelastic strain cathode, Elastic strain anode, Elastic strain separator, Elastic strain cathode, Average SOC anode, Average SOC cathode, SOL_graphite, SOL_silicon, Reservoir volume, Stack volume, Stack pressure"
% t,liion.cdc1.phis0 (V),aveop_an(dl.epsilon) (1),aveop_sep(dl.epsilon) (1),aveop_ca(dl.epsilon) (1),aveop_an(solid.evol) (1),aveop_sep(solid.evol) (1),aveop_ca(solid.evol) (1),aveop_an(solid.dvolic) (1),aveop_sep(solid.dvolic) (1),aveop_ca(solid.dvolic) (1),aveop_an(solid.eelvol) (1),aveop_sep(solid.eelvol) (1),aveop_ca(solid.eelvol) (1),liion.soc_average_pce1 (1),liion.soc_average_pce2 (1),sol_gr(liion.soc_average_pce1),sol_si(liion.soc_average_pce1),V_l_res (m^3),intop2(dl.epsilon*(1+solid.evol))*d_cell (m^3),boundary_load_dynamic (Pa)
11520,3.1171098364221654,0.22700776181458876,0.3962295911600124,0.2181113705031104,0.010987414038174312,-0.006244772370138055,-0.0026377217623937996,0.014109631701288301,0,-1.3901951827242955E-4,-0.0031223331622627056,-0.006244772370138055,-0.0024979766320662525,0.07609440908581185,0.8806332812241088,0.041968725164326974,0.20843728186475624,4.3773694738137585E-8,7.181028971949893E-7,1246843.5596635204
11580,3.0924970901744837,0.2279638796943043,0.3966313230117819,0.21829801324409245,0.009795626531518966,-0.005583115355766152,-0.0023279372376431022,0.01258713053067607,0,-9.421299644891225E-5,-0.0027914959377295166,-0.005583115355766152,-0.002233346509797235,0.06901102535679181,0.8865004439399825,0.040316882230089196,0.1803041865715177,4.2231237063253365E-8,7.196446473022811E-7,1114505.038010908
11640,3.0668087133552806,0.228919633824299,0.39703515155526004,0.21849677296928693,0.008615175572903264,-0.004917116473259185,-0.0020393996503612526,0.011073836511140057,0,-7.245626969595343E-5,-0.002458588891429635,-0.004917116473259185,-0.0019668962446410085,0.06192782808658203,0.8923676159186877,0.039086703426814175,0.15050444844140848,4.067677941673953E-8,7.211969138966553E-7,981283.7541031924
11700,3.037842111343182,0.22988512719313625,0.3974431881042045,0.21870248881196547,0.007429976479836257,-0.004243271001697956,-0.0017583991295046426,0.009551494640962513,0,-6.105731299392377E-5,-0.0021216137356137757,-0.004243271001697956,-0.0016973096827354566,0.054844507515255235,0.8982347723459816,0.037542070395901045,0.12194535943532687,3.9104268209125754E-8,7.227677938340728E-7,846491.0339271055
11760,3.00337700582803,0.2308484024880045,0.39784912322805227,0.21890762823240448,0.0062502384392647305,-0.0035719897012073823,-0.0014793223815758928,0.008036186251318904,0,-5.0492504425704145E-5,-0.0017859658560689402,-0.0035719897012073823,-0.001428797603819028,0.047761225508899184,0.9041019286124933,0.03588155065960432,0.09383184726482278,3.754435740525594E-8,7.243319612684799E-7,712263.337642119
11820,2.9582571736584704,0.23180618371362052,0.39825117956197503,0.21911129281590258,0.005080733400468186,-0.0029062298798466705,-0.001203251007945337,0.006533519750033263,0,-4.0718332131751455E-5,-0.0014528516271100607,-0.0029062298798466705,-0.001162500311821352,0.04067791666810784,0.9099690847330988,0.03414034572738392,0.06603251656322562,3.5995334545404746E-8,7.258839579970144E-7,579103.5683432719
11880,2.898781459878216,0.23274865858579033,0.39864591445870856,0.21931169920633453,0.003932080327670742,-0.002251727465360802,-9.324372327392743E-4,0.0050579829455235665,0,-3.171361945146634E-5,-0.0011259149811210603,-0.002251727465360802,-9.00691244600294E-4,0.033594313652672236,0.915836246028053,0.03174457618138837,0.04076778919769314,3.448059775432138E-8,7.274082914115045E-7,448304.10016668175
11940,2.842988294609007,0.23367394735375727,0.39903174784384104,0.21950799125677917,0.002807317881065782,-0.0016111535387789571,-6.679511995794686E-4,0.0036128986478556283,0,-2.3457451546523252E-5,-8.055284147693334E-4,-0.0016111535387789571,-6.44461462571796E-4,0.026510804675744345,0.9217033824221165,0.029561372230668768,0.01463775871794788,3.298841924537171E-8,7.289013151984772E-7,320162.52837933187
12000,2.751236274161621,0.23450228928789865,0.39937694092611586,0.21968367020460433,0.0018057539154121473,-0.0010373545396330055,-4.309015743742621E-4,0.0023239372185994704,0,-1.5927778540123315E-5,-5.185717571657992E-4,-0.0010373545396330055,-4.1494184052651536E-4,0.019427640333526255,0.9275705265276111,0.024020748131956846,0.0016150878226097627,3.1663118049162906E-8,7.302373523957789E-7,205877.24058030918
12060,2.5826345605157424,0.2351296467536128,0.39963756184403815,0.21981585407593981,0.001046083712892459,-6.036989021292312E-4,-2.5061468462986357E-4,0.001347933347018518,0,-9.103731993920563E-6,-3.0184978015700224E-4,-6.036989021292312E-4,-2.4147957937679582E-4,0.012344440066608679,0.9334376790097402,0.015527551745996064,3.331979588400874E-4,3.066061629984005E-8,7.31246056460209E-7,119423.16191670053
12081.06660059556,2.499665317065297,0.23534029383849628,0.39972468289670526,0.21986007928767498,7.911683285711412E-4,-4.586513627284926E-4,-1.9036273811089675E-4,0.0010204932678760973,0,-6.871076688065271E-6,-2.293260047985138E-4,-4.586513627284926E-4,-1.8346056363646393E-4,0.009857430110965657,0.9354976952729918,0.012399246568063158,2.969765615498781E-4,3.0322705326097224E-8,7.315840834264352E-7,90414.44226949617
12081.066600595563,2.4996654867001875,0.23534029384470362,0.3997246829672986,0.2198600792948103,7.911682863292279E-4,-4.5865124518116874E-4,-1.90362728633251E-4,0.0010204932367988571,0,-6.871076480074623E-6,-2.293260159629907E-4,-4.5865124518116874E-4,-1.8346055436683858E-4,0.00985742987485444,0.9354976954685618,0.012399246271068792,2.969765566086849E-4,3.0322705294911086E-8,7.315840834576472E-7,90414.43951599837
12083.075248729343,2.691029198186155,0.23534738266052846,0.3997299462367492,0.21986278999061631,7.876635090200286E-4,-4.4988711473000707E-4,-1.868042999007026E-4,0.0010126061040895537,0,-6.8183664311425486E-6,-2.2494359899510275E-4,-4.4988711473000707E-4,-1.7995485874567994E-4,0.009797507256905584,0.9355473327583939,0.012323872131299322,2.957293225761213E-4,3.0306679843294556E-8,7.316001324697961E-7,89715.62013868922
12083.075248729345,2.6910299454710134,0.23534738266192723,0.3997299462371108,0.21986278999150002,7.876635108519086E-4,-4.49887114127451E-4,-1.868042987692127E-4,0.001012606104089076,0,-6.818366431193719E-6,-2.2494359716272117E-4,-4.49887114127451E-4,-1.7995485761416286E-4,0.009797507256907511,0.9355473327583875,0.012323872131301745,2.957293225761612E-4,3.030667983887903E-8,7.316001324742136E-7,89715.62013864286
