% Model,EMSI_model_V1_C_rate_1_T_ref_298_Permeability_1.9E-15_r_pos_7.mph
% Version,COMSOL 6.3.0.420
% Date,"Apr 11 2026, 18:16"
% Dimension,1
% Nodes,397
% Expressions,42
% Description,Line graph
% Arc length (µm),Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity
16866.65322903577,3.2081155336335693E-10,3.764558930471576E-10,3.798385832061299E-10,3.832308377675934E-10,3.8622926825384724E-10,3.895283969962585E-10,3.9267257726170054E-10,3.9561666032938997E-10,3.9838277808894586E-10,4.0097086905377777E-10,4.0339575126252485E-10,4.0567782606947915E-10,4.0780365362939365E-10,4.098215059740388E-10,4.1173256091419574E-10,4.135345843052995E-10,4.1524157740740437E-10,4.168484342178974E-10,4.1837391431145056E-10,4.198318667945979E-10,4.2122430328173247E-10,4.2255835344976096E-10,4.2384157649339947E-10,4.250632110422112E-10,4.2623795365254337E-10,4.273824201406666E-10,4.2847366102283327E-10,4.294922647149107E-10,4.3054187188967684E-10,4.3156850166141106E-10,4.3256352960310645E-10,4.3354411962810103E-10,4.34494938501376E-10,4.3539795544003445E-10,4.362955407039454E-10,4.371699141538709E-10,4.380162530778914E-10,4.3883145072437465E-10,4.396423178859744E-10,4.405431080705431E-10,4.412676722003202E-10,4.4201536590525956E-10
16945.102778938264,3.2081155336335714E-10,3.7645482349249194E-10,3.7983488640524505E-10,3.832264959932103E-10,3.8625757697246735E-10,3.8952824488908205E-10,3.9264802493182664E-10,3.955673765910642E-10,3.983071536193628E-10,4.0086697260365466E-10,4.0326229498206207E-10,4.055124381277323E-10,4.076066296264217E-10,4.095947584744015E-10,4.1147489358867056E-10,4.1324658692572277E-10,4.149229085665753E-10,4.1649895227416894E-10,4.1799408344862335E-10,4.1942248050744524E-10,4.2078552875074034E-10,4.2209071467900643E-10,4.2334400538930145E-10,4.245388359248827E-10,4.256861332851412E-10,4.26804212963999E-10,4.2787040380295513E-10,4.2886755950561196E-10,4.2988708713204897E-10,4.308874014805746E-10,4.318567519364654E-10,4.3281287811907347E-10,4.337376940430065E-10,4.346188048405406E-10,4.354939409842226E-10,4.3634577363736076E-10,4.371706770247903E-10,4.3796399370766576E-10,4.387530256028082E-10,4.396378150364923E-10,4.403435834234657E-10,4.4107197815819545E-10
17023.552328840757,3.2081155336335693E-10,3.764537512566269E-10,3.798314407338384E-10,3.832223636966896E-10,3.8629216459667417E-10,3.895306148562721E-10,3.926238893122719E-10,3.955172617204209E-10,3.9822974342791665E-10,4.0076047500035767E-10,4.0312554530693285E-10,4.0534288852229407E-10,4.0740524030072057E-10,4.0936326963248103E-10,4.1121198225997546E-10,4.1295279192570084E-10,4.145980122518829E-10,4.161428836538495E-10,4.176073330054658E-10,4.190058987495807E-10,4.2033928358267647E-10,4.2161534057355604E-10,4.2283844196639375E-10,4.240063094746087E-10,4.2512596521151347E-10,4.262173154525109E-10,4.27258367841485E-10,4.282342772939413E-10,4.292235763316046E-10,4.301973927674588E-10,4.311409243489081E-10,4.320724691355084E-10,4.3297108680298933E-10,4.338299363558939E-10,4.346826931739856E-10,4.355119096698603E-10,4.363153225054857E-10,4.370866954077367E-10,4.3785397190984247E-10,4.387208099712676E-10,4.394085365703216E-10,4.4011808847298E-10
17102.001878743245,3.2081155336335693E-10,3.7645268144908733E-10,3.7982827566485954E-10,3.8321846583807487E-10,3.8633167895628324E-10,3.8953496672075487E-10,3.9259984136059845E-10,3.9546606963264516E-10,3.9815032797961615E-10,4.006511728304574E-10,4.0298530332183525E-10,4.051689964092113E-10,4.071993624998595E-10,4.091268763596888E-10,4.1094365051911674E-10,4.126530038872643E-10,4.1426668473671237E-10,4.15780027667284E-10,4.172134638400503E-10,4.1858191713369007E-10,4.1988536591096105E-10,4.2113203347372773E-10,4.223247324503854E-10,4.2346545978747055E-10,4.245572838857457E-10,4.256215757743978E-10,4.266373634187483E-10,4.2759209739962086E-10,4.2855111288842853E-10,4.294982501693015E-10,4.3041584026945633E-10,4.3132269945908633E-10,4.321949805105349E-10,4.330311980500711E-10,4.3386163508797674E-10,4.346681568772109E-10,4.3545001067901067E-10,4.361993772056862E-10,4.3694498005171145E-10,4.377919955411359E-10,4.384623649198954E-10,4.391535209559784E-10
17180.45142864574,3.2081155336335693E-10,3.764516143973149E-10,3.79825413162217E-10,3.832148218725269E-10,3.8637475936715884E-10,3.895407593376125E-10,3.9257555561447143E-10,3.954135578486204E-10,3.9806869224279855E-10,4.0053886648580136E-10,4.028413735047303E-10,4.049905857015255E-10,4.06988875628159E-10,4.088854172450815E-10,4.106697221200702E-10,4.1234702867245585E-10,4.139287236644053E-10,4.1541018607051824E-10,4.1681228041511175E-10,4.1815033365008404E-10,4.19423576285755E-10,4.206405971720932E-10,4.218027206148406E-10,4.2291611396703617E-10,4.2397992333664783E-10,4.250168407914606E-10,4.2600719815857167E-10,4.269407039076151E-10,4.278694701929885E-10,4.287897511567648E-10,4.296812926298288E-10,4.3056337530218386E-10,4.314092359724128E-10,4.3222243718042656E-10,4.3303060104975247E-10,4.338143476924465E-10,4.34574563621909E-10,4.353018605844486E-10,4.3602586847546767E-10,4.368512782643857E-10,4.3750490324899417E-10,4.381780994265476E-10
17258.900978548234,3.2081155336335693E-10,3.764505510460475E-10,3.798228744936735E-10,3.832114503552498E-10,3.864199790159792E-10,3.895474273398115E-10,3.9255069376704816E-10,3.95359474518894E-10,3.979846126281513E-10,4.0042335007040086E-10,4.0269355431987194E-10,4.0480747905664674E-10,4.067736581569782E-10,4.086387265915709E-10,4.103900146975524E-10,4.120346660770292E-10,4.1358392010574447E-10,4.150331548341249E-10,4.1640358122838994E-10,4.177109391886409E-10,4.1895371030825213E-10,4.201408296968342E-10,4.2127224494500857E-10,4.2235809350170467E-10,4.233937114952361E-10,4.244029496136813E-10,4.253676754057489E-10,4.262797765457941E-10,4.2717841255132085E-10,4.280716686865052E-10,4.289370639427618E-10,4.2979429582702647E-10,4.3061370837901314E-10,4.314034964260625E-10,4.3218941794218726E-10,4.3295030810504944E-10,4.336887966466034E-10,4.3439395868375934E-10,4.350964470470391E-10,4.358985654680469E-10,4.365359821822723E-10,4.371916392584452E-10
17337.350528450723,3.2081155336335693E-10,3.764493626967734E-10,3.7982056333326904E-10,3.832082731534674E-10,3.864662243330566E-10,3.8955456256952093E-10,3.9252497091146884E-10,3.9530358254816513E-10,3.9789786585120994E-10,4.0030441169085675E-10,4.0254163553486556E-10,4.0461945086271585E-10,4.06553560104092E-10,4.0838663373947485E-10,4.101043505204724E-10,4.117157257518453E-10,4.1323207849453386E-10,4.1464874714916E-10,4.159871788078501E-10,4.1726353649452583E-10,4.184755756672142E-10,4.1963254254455875E-10,4.207331473119674E-10,4.217912319899524E-10,4.227984912613914E-10,4.237797519829428E-10,4.2471861848236275E-10,4.2560904845839135E-10,4.264777446732071E-10,4.273438255334991E-10,4.281829776685081E-10,4.2901529931052235E-10,4.2980828558146356E-10,4.3057424537462925E-10,4.313379458681704E-10,4.320759034300986E-10,4.3279257143531143E-10,4.334755298460248E-10,4.3415657422157954E-10,4.3493373390858187E-10,4.3555543995324925E-10,4.361939905554463E-10
17415.800078353215,3.2081155336335714E-10,3.7644788688179093E-10,3.798183112664655E-10,3.83205133849041E-10,3.865121753706374E-10,3.8956161484202965E-10,3.924980063821041E-10,3.952455623812435E-10,3.978081531500743E-10,4.001817658183505E-10,4.0238533608514324E-10,4.044262443362512E-10,4.063283593029448E-10,4.081288820634434E-10,4.098124663017479E-10,4.113899461128897E-10,4.1287293895207265E-10,4.14256709729185E-10,4.155628197455687E-10,4.1680786232412555E-10,4.179889137979315E-10,4.191154826225862E-10,4.201851946753074E-10,4.212152901672987E-10,4.221940287078597E-10,4.231470255369538E-10,4.2405978571024794E-10,4.249282124014035E-10,4.2576720155511584E-10,4.266059703081833E-10,4.274187843583631E-10,4.282261437510119E-10,4.2899275952202374E-10,4.2973448486941315E-10,4.3047596380260303E-10,4.3119091985389147E-10,4.3188567026279486E-10,4.3254635095310883E-10,4.3320601201789114E-10,4.3395667827701733E-10,4.345630998544611E-10,4.351849546160847E-10
17494.249628255708,3.2081155336335693E-10,3.764463553281891E-10,3.7981627482181794E-10,3.8320215848374866E-10,3.8655649060349907E-10,3.8956800835532067E-10,3.9246954687901927E-10,3.9518527740879947E-10,3.977153848073913E-10,4.000553477434287E-10,4.022246042404532E-10,4.0422794175715174E-10,4.0609807685379486E-10,4.0786542176674635E-10,4.0951429255676326E-10,4.1105727043236717E-10,4.1250644576592483E-10,4.1385698449209975E-10,4.1513045663894703E-10,4.1634387259340706E-10,4.174936861258007E-10,4.18589613646247E-10,4.196283642625964E-10,4.206302314526125E-10,4.2158027913499047E-10,4.225047413521958E-10,4.233911381986304E-10,4.2423718580618165E-10,4.2504669126258645E-10,4.2585801206470256E-10,4.2664439372145177E-10,4.2742674111887567E-10,4.2816705347480917E-10,4.2888418786101767E-10,4.2960339779443306E-10,4.3029528453720226E-10,4.309680039049102E-10,4.316063274845115E-10,4.3224463398918753E-10,4.329676337192361E-10,4.335590473051538E-10,4.341645039779179E-10
17572.699178158196,3.2081155336335693E-10,3.764448122998389E-10,3.7981445509311375E-10,3.8319933109743576E-10,3.865977276426041E-10,3.8957307570232936E-10,3.924392090547332E-10,3.9512245055553505E-10,3.976193248112284E-10,3.9992494645022453E-10,4.0205923909183854E-10,4.0402443402234787E-10,4.0586258339693733E-10,4.0759606249082673E-10,4.092096269593556E-10,4.1071750427428075E-10,4.121324043666303E-10,4.1344937890257124E-10,4.146898996970172E-10,4.1587137561033734E-10,4.169897057953193E-10,4.1805475706138367E-10,4.190625028149591E-10,4.200358883214175E-10,4.209570718652522E-10,4.218527431244535E-10,4.227125052061657E-10,4.23535728247417E-10,4.2431599519877707E-10,4.2509974476036346E-10,4.2585960536712826E-10,4.266168965789E-10,4.2733099942513043E-10,4.280232137954903E-10,4.287200690481632E-10,4.2938882664352303E-10,4.300393890287678E-10,4.3065527361511197E-10,4.312722342587489E-10,4.3196664599572327E-10,4.3254321616251264E-10,4.33132496346832E-10
17651.148728060685,3.208115533633568E-10,3.764433031139372E-10,3.798128539431478E-10,3.831966349137909E-10,3.8663447646372465E-10,3.8957614987093705E-10,3.924066095862914E-10,3.9505680444545275E-10,3.9751973735970537E-10,3.9979035113197266E-10,4.018890407710043E-10,4.0381561390505334E-10,4.056217492916329E-10,4.0732061383026497E-10,4.0889826922486937E-10,4.103704553905272E-10,4.1175062285915503E-10,4.1303370209530263E-10,4.1424096000788235E-10,4.1539018175977487E-10,4.1647678802985944E-10,4.1751073777320785E-10,4.184874587896094E-10,4.194320943672551E-10,4.203242362307966E-10,4.211908749960022E-10,4.220237182107222E-10,4.2282360370031493E-10,4.2357489650636585E-10,4.243309622290892E-10,4.250642206613215E-10,4.257964151623255E-10,4.2648442568515047E-10,4.271514188954313E-10,4.278257971743112E-10,4.284713751376169E-10,4.290996410424181E-10,4.2969300364200563E-10,4.3028860555748836E-10,4.309537567473487E-10,4.3151554012450527E-10,4.3208878798816E-10
17729.59827796318,3.2081155336335693E-10,3.764418728572635E-10,3.7981147426924307E-10,3.8319405728718533E-10,3.8666545059336717E-10,3.8957661934352677E-10,3.923713989590505E-10,3.9498808731113994E-10,3.9741640976510655E-10,3.9965137290756137E-10,4.0171383155185334E-10,4.036013929423402E-10,4.053754654399568E-10,4.0703890999858343E-10,4.0858004618813276E-10,4.1001595941039816E-10,4.113609385341797E-10,4.1260979146969525E-10,4.1378347733072103E-10,4.1490013220100063E-10,4.1595477774693516E-10,4.1695741152777924E-10,4.179031101082298E-10,4.188187132488759E-10,4.196816317189584E-10,4.205190109802086E-10,4.213246408310939E-10,4.221006146563194E-10,4.228232135976321E-10,4.235514920976556E-10,4.2425807666325957E-10,4.2496513499865286E-10,4.256271881368466E-10,4.2626868847508305E-10,4.269204344859493E-10,4.2754278985140323E-10,4.2814861055415453E-10,4.287193666687463E-10,4.292935749370262E-10,4.2992902683917605E-10,4.3047598262596315E-10,4.310332670962212E-10
17808.047827865674,3.2081155336335693E-10,3.764405568676752E-10,3.7981033291280426E-10,3.8319163168724953E-10,3.8669035716159625E-10,3.8957440166397176E-10,3.923335554415546E-10,3.949163002029382E-10,3.973093544946798E-10,3.9950803290037214E-10,4.0153363929219157E-10,4.033818266812479E-10,4.051237978480164E-10,4.067510019265258E-10,4.08255011209984E-10,4.0965407672934234E-10,4.109634156207402E-10,4.121777114438288E-10,4.133175175972444E-10,4.1440129913920596E-10,4.154237506598969E-10,4.1639486294036686E-10,4.1730954705521607E-10,4.1819583426063094E-10,4.1902934623826014E-10,4.198372451935035E-10,4.206153709157253E-10,4.213668538973684E-10,4.2206103668576793E-10,4.227614279275688E-10,4.234412724640464E-10,4.241231529680971E-10,4.2475938133697623E-10,4.2537513511285083E-10,4.2600408458214493E-10,4.266031788883005E-10,4.271864082116186E-10,4.27734475298864E-10,4.2828724774868505E-10,4.2889263738200865E-10,4.2942470249798903E-10,4.299660604919108E-10
17886.497377768166,3.2081155336335714E-10,3.7643940428243047E-10,3.7980943016022556E-10,3.8318930996357823E-10,3.8670883843555895E-10,3.8956917573270126E-10,3.9229287875474525E-10,3.9484128670254247E-10,3.971984358798445E-10,3.9936020743030745E-10,4.0134834597371094E-10,4.031568888078254E-10,4.0486662816576044E-10,4.064567415981023E-10,4.0792302139567407E-10,4.092846857208633E-10,4.105579410939026E-10,4.1173734824078443E-10,4.1284297126879294E-10,4.1389358061293244E-10,4.1488360967596654E-10,4.158230031034985E-10,4.167066822282092E-10,4.175633660142498E-10,4.1836728460246E-10,4.191454958744591E-10,4.1989583627208123E-10,4.2062224843363475E-10,4.2128826848091005E-10,4.2196067342880074E-10,4.226137204595961E-10,4.232703716954326E-10,4.238808969068145E-10,4.2447068362550513E-10,4.2507666131898587E-10,4.2565245777534905E-10,4.26212952645151E-10,4.2673824691841274E-10,4.272695233360655E-10,4.278446514501005E-10,4.283617172699744E-10,4.2888712151957354E-10
17964.94692767066,3.2081155336335693E-10,3.7643844192125345E-10,3.798087311129065E-10,3.8318697363733044E-10,3.867203403663892E-10,3.8956041201114673E-10,3.922490164896414E-10,3.9476276039377125E-10,3.97083398540736E-10,3.992076586871552E-10,4.011577213427072E-10,4.0292647887283764E-10,4.046037166962168E-10,4.061558492621389E-10,4.075838019607267E-10,4.089075406372967E-10,4.101442810006538E-10,4.1128846787341257E-10,4.1235961412386777E-10,4.133767596322618E-10,4.1433414182757335E-10,4.1524162608101E-10,4.1609431105286643E-10,4.1692109706551405E-10,4.1769523327986575E-10,4.184435675788818E-10,4.1916584927509053E-10,4.198666031325243E-10,4.2050468526889685E-10,4.2114900376796613E-10,4.2177520652866147E-10,4.2240656591625167E-10,4.229914974294978E-10,4.235551397237159E-10,4.241379556740512E-10,4.246904156096801E-10,4.2522803411089636E-10,4.2573046849866095E-10,4.262401622262044E-10,4.2678505421345926E-10,4.27286945530294E-10,4.277962853991185E-10
18043.396477573147,3.2081155336335693E-10,3.764376896251845E-10,3.7980819693709976E-10,3.8318449624926237E-10,3.8672436398990767E-10,3.8954759067318526E-10,3.9220161984538467E-10,3.9468043741971345E-10,3.969639894588038E-10,3.9905014988456987E-10,4.009615358858723E-10,4.0269049492229074E-10,4.0433481864464777E-10,4.058480419574047E-10,4.0723707345863406E-10,4.085223920190509E-10,4.097221981536418E-10,4.10830833468822E-10,4.1186722178484625E-10,4.128506173879013E-10,4.137751302108969E-10,4.146505206902491E-10,4.1547221948967116E-10,4.162688091517979E-10,4.170129745949421E-10,4.1773126017387046E-10,4.1842521578132643E-10,4.190997192456495E-10,4.1971005982141987E-10,4.203261886318452E-10,4.209255105729947E-10,4.215315048147408E-10,4.2209093948569475E-10,4.226283039826147E-10,4.231877544330032E-10,4.2371683460095657E-10,4.242314329847779E-10,4.247109189324124E-10,4.251989172794112E-10,4.2571381376359583E-10,4.2620029218245456E-10,4.2669337961806767E-10
18121.84602747564,3.208115533633568E-10,3.7643716806252944E-10,3.798077885787345E-10,3.8318174289129724E-10,3.8672044649781776E-10,3.8953018587793527E-10,3.9215033315939857E-10,3.945940271712168E-10,3.968399489925357E-10,3.9888743769872824E-10,4.0075955381457734E-10,4.0244883304044777E-10,4.0405967795073755E-10,4.0553302597906026E-10,4.068825449500735E-10,4.0812898091098003E-10,4.092914469694303E-10,4.103642000371776E-10,4.113655654997394E-10,4.1231493002607463E-10,4.132063515217214E-10,4.1404946637043223E-10,4.148401861013753E-10,4.156062766093251E-10,4.163202844862527E-10,4.1700836771653097E-10,4.1767373551168623E-10,4.183213942623837E-10,4.1890416110383643E-10,4.194919918197917E-10,4.2006440658899356E-10,4.206449505348657E-10,4.2117897374211624E-10,4.21689970538442E-10,4.222258426281971E-10,4.227314907882762E-10,4.232229220020498E-10,4.236793678379592E-10,4.241455327561567E-10,4.2463089187116686E-10,4.251016562984677E-10,4.255782262215039E-10
18200.29557737813,3.2081155336335693E-10,3.7643680884788475E-10,3.798073970945291E-10,3.8317855410686403E-10,3.867080390207269E-10,3.895077201031974E-10,3.9209483662881915E-10,3.945032760578159E-10,3.9671105565688725E-10,3.987193209829517E-10,4.005515828623423E-10,4.0220141819758155E-10,4.0377813271780336E-10,4.052105915126708E-10,4.0652000075373024E-10,4.0772711371393776E-10,4.0885184204138204E-10,4.0988838296477516E-10,4.1085448154675726E-10,4.117695414721719E-10,4.126276516159498E-10,4.1343831240632464E-10,4.1419806941959126E-10,4.149333543126142E-10,4.1561702445658033E-10,4.162747646857961E-10,4.1691128688361314E-10,4.175314998068662E-10,4.180868515280963E-10,4.1864626960055596E-10,4.1919176426671657E-10,4.1974676437027736E-10,4.2025545959075616E-10,4.2074003428327425E-10,4.212521157938683E-10,4.2173427030498195E-10,4.2220237999864307E-10,4.2263569120286907E-10,4.2307986612733237E-10,4.235363170361112E-10,4.2399102119247044E-10,4.2445075149337916E-10
18278.74512728062,3.2081155336335693E-10,3.7643638905676185E-10,3.798067635493116E-10,3.8317460772514226E-10,3.8668674007466845E-10,3.8947967000734765E-10,3.920347042307247E-10,3.944077981334999E-10,3.9657694643940415E-10,3.9854545309957333E-10,4.003372823246723E-10,4.019480242049045E-10,4.0348984696186205E-10,4.0488036556800267E-10,4.061490658903743E-10,4.07316438198553E-10,4.0840303937836085E-10,4.094030384639192E-10,4.103336512712825E-10,4.112141439410291E-10,4.120387247292768E-10,4.12816753685723E-10,4.135455698974301E-10,4.142497380300472E-10,4.149029003485697E-10,4.155301697201028E-10,4.161375964992986E-10,4.1672977069425814E-10,4.172578483889802E-10,4.1778873576668213E-10,4.1830730517689843E-10,4.188366637720359E-10,4.193201053388183E-10,4.197782395093022E-10,4.202663242449431E-10,4.2072491496340087E-10,4.2116953948620935E-10,4.2157962138009886E-10,4.220016318818027E-10,4.2242994854914433E-10,4.2286821630107266E-10,4.2331073842937535E-10
18357.194677183117,3.2081155336335693E-10,3.764361627693089E-10,3.798061094397208E-10,3.8316994571894583E-10,3.866580029908939E-10,3.8944634192713863E-10,3.9197007347714433E-10,3.9430764990337324E-10,3.964376473851389E-10,3.983658340615356E-10,4.001166488738415E-10,4.0168868335558843E-10,4.0319461624329957E-10,4.0454223235911754E-10,4.057696665855143E-10,4.0689691989134186E-10,4.0794502882728114E-10,4.089081641779961E-10,4.098030724790209E-10,4.106487310844066E-10,4.114395560707736E-10,4.121847638943668E-10,4.1288261505773136E-10,4.1355537154426413E-10,4.1417785282948636E-10,4.1477453918327233E-10,4.1535263856717676E-10,4.159162583560527E-10,4.164171306121807E-10,4.169193642669953E-10,4.1741098239414E-10,4.1791460150109327E-10,4.183728193709314E-10,4.1880448942109376E-10,4.192683907969285E-10,4.197033330229208E-10,4.2012431118854693E-10,4.205110780245521E-10,4.2091074764315293E-10,4.2131169441401845E-10,4.217331633088153E-10,4.2215811340670595E-10
18435.64422708561,3.208115533633568E-10,3.7643617638160174E-10,3.798054397364148E-10,3.8316443793612355E-10,3.8662238570287696E-10,3.8940761145878937E-10,3.9190078336797694E-10,3.94202647319343E-10,3.962929717325882E-10,3.9818027387048363E-10,3.9988949448697475E-10,4.014232808223055E-10,4.028921298724622E-10,4.0419591541201273E-10,4.053815537199175E-10,4.0646834414915035E-10,4.0747761304291166E-10,4.084035681922474E-10,4.09262562886228E-10,4.100731246465819E-10,4.1082996415735573E-10,4.1154215622856953E-10,4.122089990197593E-10,4.128500541338417E-10,4.134416818467314E-10,4.140076876494496E-10,4.145562427037223E-10,4.1509083596267027E-10,4.1556452019752063E-10,4.1603797697072417E-10,4.1650260857956085E-10,4.1698039211361487E-10,4.17413386778811E-10,4.1781858435870586E-10,4.1825812438156765E-10,4.186693264917348E-10,4.1906649535995E-10,4.1942986688111944E-10,4.1980701161424776E-10,4.201814286215157E-10,4.2058571917286194E-10,4.209927115904438E-10
18514.093776988102,3.208115533633568E-10,3.7643647839633314E-10,3.798047605517942E-10,3.8315795393475855E-10,3.865804602524058E-10,3.8936335976845427E-10,3.9182667429700526E-10,3.9409260571737585E-10,3.9614273193812585E-10,3.979885814978544E-10,3.996556302549598E-10,4.011517007991889E-10,4.0258207429965224E-10,4.0384113812141124E-10,4.049844805497236E-10,4.060304978655085E-10,4.070005961696782E-10,4.0788906205617705E-10,4.087119374830161E-10,4.094871450100351E-10,4.102097700258409E-10,4.1088874652124466E-10,4.115245157924005E-10,4.1213358561824027E-10,4.1269418578046303E-10,4.1322942747985455E-10,4.1374823885262047E-10,4.14253376026036E-10,4.1469983691048396E-10,4.1514439513633613E-10,4.15581994557394E-10,4.160338496929848E-10,4.164415929365793E-10,4.168203208895654E-10,4.1723532643204155E-10,4.176226943287189E-10,4.179958909097646E-10,4.183357911082523E-10,4.1869022006990186E-10,4.190390207399636E-10,4.1942573411999894E-10,4.198143630250448E-10
18592.543326890594,3.2081155336335714E-10,3.76437115651754E-10,3.798040810765638E-10,3.831503681040124E-10,3.865327964781265E-10,3.893134926437418E-10,3.9174760915675504E-10,3.9397736281704655E-10,3.9598676297276034E-10,3.97790589208928E-10,3.994148914857825E-10,4.008738535594595E-10,4.022641718522306E-10,4.034776610861133E-10,4.0457823753125276E-10,4.0558320236148784E-10,4.0651381669562E-10,4.073644937293192E-10,4.0815104499023967E-10,4.0889064648031146E-10,4.0957883031197526E-10,4.102243878275859E-10,4.108289980973212E-10,4.11405805206462E-10,4.11935201855587E-10,4.124396088519622E-10,4.129284942687627E-10,4.1340378841676583E-10,4.1382293825597745E-10,4.1423848138725867E-10,4.1464899234326377E-10,4.1507483198864373E-10,4.1545726650028906E-10,4.1580953636230457E-10,4.1619983658901304E-10,4.165632792152629E-10,4.16912345033419E-10,4.172286996545141E-10,4.175602164375604E-10,4.1788437465962883E-10,4.1825309641263404E-10,4.186229361604897E-10
18670.992876793083,3.2081155336335693E-10,3.764381284763828E-10,3.798034351665002E-10,3.831416559018792E-10,3.8647972957113356E-10,3.892580722496769E-10,3.916636322425709E-10,3.9385695710447476E-10,3.958251049810696E-10,3.9758633944789106E-10,3.991673261301568E-10,4.0058985377701267E-10,4.019384642481488E-10,4.0310554079083854E-10,4.041628934489092E-10,4.0512653617495774E-10,4.0601736210460984E-10,4.068299616225535E-10,4.0757998258746233E-10,4.082837311872606E-10,4.089372521987005E-10,4.095491887016209E-10,4.1012255225836E-10,4.1066682802558045E-10,4.111648462443866E-10,4.116383530585806E-10,4.1209713857331774E-10,4.125422252680124E-10,4.129339571737114E-10,4.1332037792289195E-10,4.137037416566827E-10,4.141034883429613E-10,4.1446054583044496E-10,4.147863682403497E-10,4.1515179433091603E-10,4.1549123409468463E-10,4.158160173325146E-10,4.1610874839488977E-10,4.1641715724557925E-10,4.167176461157792E-10,4.170679711668958E-10,4.1741859466811543E-10
18749.442426695576,3.208115533633568E-10,3.764395512236086E-10,3.7980285780179595E-10,3.831317860801631E-10,3.8642194569672247E-10,3.8919726764269443E-10,3.9157476749000317E-10,3.9373134203015787E-10,3.9565768853873954E-10,3.9737575062375624E-10,3.989128485276521E-10,4.0029955956830587E-10,4.016047399574767E-10,4.027246373961276E-10,4.037383419524386E-10,4.0466040727809524E-10,4.055111555581538E-10,4.0628539990109436E-10,4.069986791867028E-10,4.0766633536719567E-10,4.082849759384294E-10,4.0886308745548023E-10,4.094051003235969E-10,4.0991658415775504E-10,4.1038304792147893E-10,4.108255935373404E-10,4.112541165878874E-10,4.11668671988897E-10,4.120328458249178E-10,4.123900443092684E-10,4.127461933730192E-10,4.1311977473619276E-10,4.134513678097534E-10,4.137507506972363E-10,4.1409113421463596E-10,4.1440650191846577E-10,4.1470686997981656E-10,4.1497589955290943E-10,4.1526101703077286E-10,4.1553875665012847E-10,4.158702982382736E-10,4.162012884134615E-10
18827.891976598068,3.2081155336335693E-10,3.7644138404607434E-10,3.7980235028345804E-10,3.831206706639243E-10,3.863603081460692E-10,3.89131234878841E-10,3.9148096385439547E-10,3.9360036528518343E-10,3.9548432915385794E-10,3.9715862179944716E-10,3.986512521297009E-10,4.00002655850477E-10,4.012625972751326E-10,4.023346568279878E-10,4.033043366475465E-10,4.0418459243735997E-10,4.0499499546098164E-10,4.0573061837022044E-10,4.064069397167586E-10,4.070382717610965E-10,4.0762181913614657E-10,4.081659001106962E-10,4.086764329465104E-10,4.0915487201167746E-10,4.095896029691937E-10,4.1000113180605224E-10,4.1039924488977466E-10,4.1078299998961845E-10,4.1111943118479506E-10,4.1144731610199213E-10,4.117761689346444E-10,4.121235124468777E-10,4.124295265930135E-10,4.127024758414238E-10,4.1301765086957616E-10,4.133088788935437E-10,4.135847251137588E-10,4.138299817996924E-10,4.140916410238084E-10,4.143474857815224E-10,4.146598736699598E-10,4.149708249538708E-10
18906.34152650056,3.2081155336335714E-10,3.764436188323641E-10,3.7980190882468104E-10,3.831082205114001E-10,3.8629564749826607E-10,3.890601250187974E-10,3.9138216535185645E-10,3.934638699841447E-10,3.9530483808938093E-10,3.9693474792451524E-10,3.983823262729681E-10,3.9969881489537387E-10,4.009116296224235E-10,4.019353022819744E-10,4.02860626667564E-10,4.036988631458671E-10,4.0446867559664345E-10,4.051654222934004E-10,4.0580456437849614E-10,4.0639934497283145E-10,4.069475910895096E-10,4.07457436516396E-10,4.079363348461538E-10,4.083814826748197E-10,4.0878430053711844E-10,4.091647617382956E-10,4.0953233066893385E-10,4.0988506956968796E-10,4.101935324979937E-10,4.104920210675184E-10,4.1079348232980153E-10,4.111145117500637E-10,4.113948058873837E-10,4.116413259626544E-10,4.119311310594312E-10,4.1219814964913233E-10,4.12449392448322E-10,4.1267081389781636E-10,4.1290886401812155E-10,4.1314359958489414E-10,4.134364802460409E-10,4.13727000164178E-10
